0.752; 0.752; 33.89; 33.89; 
0.501; 0.501; 33.9; 33.9; 
0.25; 0.25; 33.9; 33.9; 
0.000; 0.000; 33.9; 33.9; 
0.252; 0.252; 33.9; 33.9; 
0.504; 0.504; 33.91; 33.91; 
0.756; 0.756; 33.91; 33.91; 
1.008; 1.008; 33.92; 33.92; 
1.26; 1.26; 33.94; 33.94; 
1.512; 1.512; 33.95; 33.95; 
1.764; 1.764; 33.97; 33.97; 
2.016; 2.016; 33.99; 33.99; 
2.268; 2.268; 34.01; 34.01; 
2.52; 2.52; 34.04; 34.04; 
2.772; 2.772; 34.07; 34.07; 
3.024; 3.024; 34.1; 34.1; 
3.276; 3.276; 34.13; 34.13; 
3.529; 3.529; 34.16; 34.16; 
3.781; 3.781; 34.2; 34.2; 
4.033; 4.033; 34.24; 34.24; 
4.285; 4.285; 34.28; 34.28; 
4.537; 4.537; 34.33; 34.33; 
4.789; 4.789; 34.38; 34.38; 
5.041; 5.041; 34.43; 34.43; 
5.293; 5.293; 34.48; 34.48; 
5.545; 5.545; 34.54; 34.54; 
5.797; 5.797; 34.59; 34.59; 
6.049; 6.049; 34.66; 34.66; 
6.301; 6.301; 34.72; 34.72; 
6.553; 6.553; 34.78; 34.78; 
6.805; 6.805; 34.85; 34.85; 
7.058; 7.058; 34.92; 34.92; 
7.31; 7.31; 35.0; 35.0; 
7.058; 7.058; 35.07; 35.07; 
6.805; 6.805; 35.13; 35.13; 
6.553; 6.553; 35.2; 35.2; 
6.301; 6.301; 35.26; 35.26; 
6.049; 6.049; 35.32; 35.32; 
5.797; 5.797; 35.38; 35.38; 
5.545; 5.545; 35.44; 35.44; 
5.293; 5.293; 35.49; 35.49; 
5.041; 5.041; 35.54; 35.54; 
4.789; 4.789; 35.59; 35.59; 
4.537; 4.537; 35.63; 35.63; 
4.285; 4.285; 35.68; 35.68; 
4.033; 4.033; 35.72; 35.72; 
3.781; 3.781; 35.75; 35.75; 
3.529; 3.529; 35.79; 35.79; 
3.276; 3.276; 35.82; 35.82; 
3.024; 3.024; 35.85; 35.85; 
2.772; 2.772; 35.88; 35.88; 
2.52; 2.52; 35.91; 35.91; 
2.268; 2.268; 35.93; 35.93; 
2.016; 2.016; 35.95; 35.95; 
1.764; 1.764; 35.97; 35.97; 
1.512; 1.512; 35.98; 35.98; 
1.26; 1.26; 35.99; 35.99; 
1.008; 1.008; 36.0; 36.0; 
0.756; 0.756; 36.01; 36.01; 
0.504; 0.504; 36.02; 36.02; 
